route,point,territory,house,route_id
68,Sonagazi,Feni-2,Rokeya & Sons,4956
68,Dupchacia,Bogura-1,Mr Brothers,4957
68,Birganj,Dinajpur,Moulovi Brothers,4958
68,Mokamtola,Joypurhat,M/S. Spectrum Trading Corporation,4959
68,Sapahar,Naogaon,Channa & Brothers,4960
68,Tanore,Rajshahi 1,M/S Abul Hossain,4961
68,Puthia (Raj 2),Rajshahi 2,Sumon Trading Corporation,4962
68,Haragach,Rangpur,"Shaireen Enterprise, Rangpur",4963
68,Dimla,Saidpur,"Shaireen Enterprise, Nilphamary",4964
69,Mirpur-2,Mirpur,"Agrani Trading Corporation, Mirpur",4965
69,Zirabo,Savar,"Agrani Trading Company Ltd, Savar",4966
69,Muradpur,Bayezid,Zawad Enterprise,4967
69,Boalkhali,Patiya,MAQ Distribution,4968
69,Chauddagram,Cumilla-2,"M/S. Abdul Latif Chowdhury, Chandpur",4969
69,Sonagazi,Feni-2,Rokeya & Sons,4970
69,Nandigram,Bogura-2,Mr Brothers,4971
69,Birganj,Dinajpur,Moulovi Brothers,4972
69,Mokamtola,Joypurhat,M/S. Spectrum Trading Corporation,4973
69,Sapahar,Naogaon,Channa & Brothers,4974
69,Tanore,Rajshahi 1,M/S Abul Hossain,4975
69,Puthia (Raj 2),Rajshahi 2,Sumon Trading Corporation,4976
69,Haragach,Rangpur,"Shaireen Enterprise, Rangpur",4977
69,Domar,Saidpur,"Shaireen Enterprise, Nilphamary",4978
7,Gulshan,Gulshan,"Agrani Trading Corporation, Gulshan",4979
7,Mirpur-1,Mirpur,"Agrani Trading Corporation, Mirpur",4980
7,Mogbazar,Mogbazar,"Agrani Trading Corporation, Mogbazar",4981
7,Matuail,Matuail,"Agrani Trading Corporation, Mogbazar",4982
7,Motijheel,Motijheel,"Agrani Trading Corporation, Mogbazar",4983
7,Narayanganj,Narayanganj,The Jamal & Co - Narayanganj,4984
7,Savar,Savar,"Agrani Trading Company Ltd, Savar",4985
7,Board Bazar,Tongi,Azahar Trading Ltd.,4986
7,EPZ,CTG Port,Zawad Enterprise,4987
7,Fouzderhat,Sitakunda,Arafa Store,4988
7,Dewanhat,Kotwali (CTG),MAQ Distribution,4989
7,Chandpur,Chandpur,"M/S. Abdul Latif Chowdhury, Chandpur",4990
7,Cumilla-1,Cumilla-1,M/S Rupali Traders,4991
7,Daudkandi,Daudkandi,Abdul Latif Chowdhury,4992
7,Feni,Feni-1,Rokeya & Sons,4993
7,Laksham,Laksam,M/S. Momin Store,4994
7,Bogura,Bogura-1,Mr Brothers,4995
7,Ishwardi,Ishwardi,Daffodils,4996
7,Pabna,Pabna,Sales Connect Limited,4997
7,Dinajpur,Dinajpur,Moulovi Brothers,4998
7,Joypurhat,Joypurhat,M/S. Spectrum Trading Corporation,4999
7,Chapai Nawabganj,Chapai,M/S Haque & Co.,5000
7,Naogaon,Naogaon,Channa & Brothers,5001
7,Natore,Natore,Sumon Trading Corporation,5002
7,Rajshahi-1,Rajshahi 1,M/S Abul Hossain,5003
7,Kurigram,Kurigram,"Asiatic Distributions Limited, Kurigram",5004
7,Lalmonirhat,Lalmonirhat,Asiatic Distributions Limited  Lalmonirhat,5005
7,Rangpur,Rangpur,"Shaireen Enterprise, Rangpur",5006
7,Saidpur,Saidpur,"Shaireen Enterprise, Nilphamary",5007
70,Mirpur-2,Mirpur,"Agrani Trading Corporation, Mirpur",5008
70,Zirabo,Savar,"Agrani Trading Company Ltd, Savar",5009
70,Muradpur,Bayezid,Zawad Enterprise,5010
70,Boalkhali,Patiya,MAQ Distribution,5011
70,Chauddagram,Cumilla-2,"M/S. Abdul Latif Chowdhury, Chandpur",5012
70,Daganbhuiyan,Feni-2,Rokeya & Sons,5013
70,Nandigram,Bogura-2,Mr Brothers,5014
70,Birganj,Dinajpur,Moulovi Brothers,5015
70,Mokamtola,Joypurhat,M/S. Spectrum Trading Corporation,5016
70,Sapahar,Naogaon,Channa & Brothers,5017
70,Tanore,Rajshahi 1,M/S Abul Hossain,5018
70,Puthia (Raj 2),Rajshahi 2,Sumon Trading Corporation,5019
70,Haragach,Rangpur,"Shaireen Enterprise, Rangpur",5020
70,Domar,Saidpur,"Shaireen Enterprise, Nilphamary",5021
701,Ati Bazar,Sutrapur,Sales Promotion Service,5022
701,Sarishabari,Madhupur,"Agrani Trading Company Ltd, Tangail",5023
701,Hatiya,Maijdee,M/S Sanjib Mazumder,5024
701,Akhaura,B. Baria,ADL B.BARIA,5025
701,Baniyachong,Habiganj,ADL Habiganj,5026
701,Beanibazar,Moulvibazar,MBKB Ltd (Moulvibazar),5027
701,Islampur,Jamalpur,"Agrani Trading Company Ltd, Jamalpur",5028
701,Shambhuganj,Mymensingh 2,Noor Sons,5029
701,Kendua,Netrokona,Shashi Mohan Roy,5030
701,Itna,Bhairab,"J R Corporation Limited, Bhairab",5031
701,Jagannathpur,Sunamganj,Moula Baksh Karim Boksh,5032
701,Goala Bazar,Sylhet Metro 2,Moula Baksh Karim Boksh Ltd.,5033
701,Monirampur,Jashore-2,M/S Azizur Rahman,5034
701,Maheshpur,Jhenaidah,Sanaullah Traders,5035
701,Kalia,Magura,Akram Enterprise,5036
701,Bamundi,Meherpur,Desh Trade Link,5037
701,Bamna,Barguna,"Hajee & Sons, Barguna",5038
701,Bakerganj,Barishal-2,M/S BARISHAL J AHMED & CO.,5039
701,Tazumuddin,Bhola,A. Rahman & Sons,5040
701,Nagarkanda,Faridpur,AKHTER ENTERPRISE,5041
701,Damudda,Shariatpur,SPS Shariatpur,5042
702,Ati Bazar,Sutrapur,Sales Promotion Service,5043
702,Sarishabari,Madhupur,"Agrani Trading Company Ltd, Tangail",5044
702,Hatiya,Maijdee,M/S Sanjib Mazumder,5045
702,Akhaura,B. Baria,ADL B.BARIA,5046
702,Baniyachong,Habiganj,ADL Habiganj,5047
702,Beanibazar,Moulvibazar,MBKB Ltd (Moulvibazar),5048
702,Islampur,Jamalpur,"Agrani Trading Company Ltd, Jamalpur",5049
702,Shambhuganj,Mymensingh 2,Noor Sons,5050
702,Kendua,Netrokona,Shashi Mohan Roy,5051
702,Itna,Bhairab,"J R Corporation Limited, Bhairab",5052
702,Jagannathpur,Sunamganj,Moula Baksh Karim Boksh,5053
702,Goala Bazar,Sylhet Metro 2,Moula Baksh Karim Boksh Ltd.,5054
702,Monirampur,Jashore-2,M/S Azizur Rahman,5055
702,Maheshpur,Jhenaidah,Sanaullah Traders,5056
702,Kalia,Magura,Akram Enterprise,5057
702,Bamundi,Meherpur,Desh Trade Link,5058
702,Bamna,Barguna,"Hajee & Sons, Barguna",5059
702,Bakerganj,Barishal-2,M/S BARISHAL J AHMED & CO.,5060
702,Tazumuddin,Bhola,A. Rahman & Sons,5061
702,Nagarkanda,Faridpur,AKHTER ENTERPRISE,5062
702,Damudda,Shariatpur,SPS Shariatpur,5063
703,Ati Bazar,Sutrapur,Sales Promotion Service,5064
703,Sarishabari,Madhupur,"Agrani Trading Company Ltd, Tangail",5065
703,Hatiya,Maijdee,M/S Sanjib Mazumder,5066
703,Akhaura,B. Baria,ADL B.BARIA,5067
703,Baniyachong,Habiganj,ADL Habiganj,5068
703,Beanibazar,Moulvibazar,MBKB Ltd (Moulvibazar),5069
703,Islampur,Jamalpur,"Agrani Trading Company Ltd, Jamalpur",5070
703,Shambhuganj,Mymensingh 2,Noor Sons,5071
703,Kendua,Netrokona,Shashi Mohan Roy,5072
703,Itna,Bhairab,"J R Corporation Limited, Bhairab",5073
703,Jagannathpur,Sunamganj,Moula Baksh Karim Boksh,5074
703,Goala Bazar,Sylhet Metro 2,Moula Baksh Karim Boksh Ltd.,5075
703,Monirampur,Jashore-2,M/S Azizur Rahman,5076
703,Maheshpur,Jhenaidah,Sanaullah Traders,5077
703,Kalia,Magura,Akram Enterprise,5078
703,Bamundi,Meherpur,Desh Trade Link,5079
703,Bamna,Barguna,"Hajee & Sons, Barguna",5080
703,Bakerganj,Barishal-2,M/S BARISHAL J AHMED & CO.,5081
703,Tazumuddin,Bhola,A. Rahman & Sons,5082
703,Nagarkanda,Faridpur,AKHTER ENTERPRISE,5083
703,Damudda,Shariatpur,SPS Shariatpur,5084
704,Ati Bazar,Sutrapur,Sales Promotion Service,5085
704,Sarishabari,Madhupur,"Agrani Trading Company Ltd, Tangail",5086
704,Akhaura,B. Baria,ADL B.BARIA,5087
704,Baniyachong,Habiganj,ADL Habiganj,5088
704,Beanibazar,Moulvibazar,MBKB Ltd (Moulvibazar),5089
704,Islampur,Jamalpur,"Agrani Trading Company Ltd, Jamalpur",5090
704,Shambhuganj,Mymensingh 2,Noor Sons,5091
704,Kendua,Netrokona,Shashi Mohan Roy,5092
704,Jagannathpur,Sunamganj,Moula Baksh Karim Boksh,5093
704,Goala Bazar,Sylhet Metro 2,Moula Baksh Karim Boksh Ltd.,5094
704,Monirampur,Jashore-2,M/S Azizur Rahman,5095
704,Maheshpur,Jhenaidah,Sanaullah Traders,5096
704,Kalia,Magura,Akram Enterprise,5097
704,Bamundi,Meherpur,Desh Trade Link,5098
704,Bakerganj,Barishal-2,M/S BARISHAL J AHMED & CO.,5099
704,Tazumuddin,Bhola,A. Rahman & Sons,5100
704,Nagarkanda,Faridpur,AKHTER ENTERPRISE,5101
704,Damudda,Shariatpur,SPS Shariatpur,5102
705,Ati Bazar,Sutrapur,Sales Promotion Service,5103
705,Sarishabari,Madhupur,"Agrani Trading Company Ltd, Tangail",5104
705,Akhaura,B. Baria,ADL B.BARIA,5105
705,Baniyachong,Habiganj,ADL Habiganj,5106
705,Beanibazar,Moulvibazar,MBKB Ltd (Moulvibazar),5107
705,Islampur,Jamalpur,"Agrani Trading Company Ltd, Jamalpur",5108
705,Shambhuganj,Mymensingh 2,Noor Sons,5109
705,Kendua,Netrokona,Shashi Mohan Roy,5110
705,Jagannathpur,Sunamganj,Moula Baksh Karim Boksh,5111
705,Goala Bazar,Sylhet Metro 2,Moula Baksh Karim Boksh Ltd.,5112
705,Monirampur,Jashore-2,M/S Azizur Rahman,5113
705,Maheshpur,Jhenaidah,Sanaullah Traders,5114
705,Kalia,Magura,Akram Enterprise,5115
705,Bamundi,Meherpur,Desh Trade Link,5116
705,Bakerganj,Barishal-2,M/S BARISHAL J AHMED & CO.,5117
705,Nagarkanda,Faridpur,AKHTER ENTERPRISE,5118
705,Damudda,Shariatpur,SPS Shariatpur,5119
706,Ati Bazar,Sutrapur,Sales Promotion Service,5120
706,Sarishabari,Madhupur,"Agrani Trading Company Ltd, Tangail",5121
706,Akhaura,B. Baria,ADL B.BARIA,5122
706,Beanibazar,Moulvibazar,MBKB Ltd (Moulvibazar),5123
706,Islampur,Jamalpur,"Agrani Trading Company Ltd, Jamalpur",5124
706,Shambhuganj,Mymensingh 2,Noor Sons,5125
706,Kendua,Netrokona,Shashi Mohan Roy,5126
706,Jagannathpur,Sunamganj,Moula Baksh Karim Boksh,5127
706,Goala Bazar,Sylhet Metro 2,Moula Baksh Karim Boksh Ltd.,5128
706,Monirampur,Jashore-2,M/S Azizur Rahman,5129
706,Maheshpur,Jhenaidah,Sanaullah Traders,5130
706,Bamundi,Meherpur,Desh Trade Link,5131
706,Bakerganj,Barishal-2,M/S BARISHAL J AHMED & CO.,5132
706,Damudda,Shariatpur,SPS Shariatpur,5133
707,Ati Bazar,Sutrapur,Sales Promotion Service,5134
707,Sarishabari,Madhupur,"Agrani Trading Company Ltd, Tangail",5135
707,Akhaura,B. Baria,ADL B.BARIA,5136
707,Islampur,Jamalpur,"Agrani Trading Company Ltd, Jamalpur",5137
707,Shambhuganj,Mymensingh 2,Noor Sons,5138
707,Kendua,Netrokona,Shashi Mohan Roy,5139
707,Jagannathpur,Sunamganj,Moula Baksh Karim Boksh,5140
707,Goala Bazar,Sylhet Metro 2,Moula Baksh Karim Boksh Ltd.,5141
707,Monirampur,Jashore-2,M/S Azizur Rahman,5142
707,Maheshpur,Jhenaidah,Sanaullah Traders,5143
707,Bamundi,Meherpur,Desh Trade Link,5144
707,Bakerganj,Barishal-2,M/S BARISHAL J AHMED & CO.,5145
707,Damudda,Shariatpur,SPS Shariatpur,5146
708,Ati Bazar,Sutrapur,Sales Promotion Service,5147
708,Sarishabari,Madhupur,"Agrani Trading Company Ltd, Tangail",5148
708,Islampur,Jamalpur,"Agrani Trading Company Ltd, Jamalpur",5149
708,Shambhuganj,Mymensingh 2,Noor Sons,5150
708,Jagannathpur,Sunamganj,Moula Baksh Karim Boksh,5151
708,Goala Bazar,Sylhet Metro 2,Moula Baksh Karim Boksh Ltd.,5152
708,Monirampur,Jashore-2,M/S Azizur Rahman,5153
708,Maheshpur,Jhenaidah,Sanaullah Traders,5154
708,Bamundi,Meherpur,Desh Trade Link,5155
708,Bakerganj,Barishal-2,M/S BARISHAL J AHMED & CO.,5156
708,Damudda,Shariatpur,SPS Shariatpur,5157
709,Ati Bazar,Sutrapur,Sales Promotion Service,5158
709,Sarishabari,Madhupur,"Agrani Trading Company Ltd, Tangail",5159
709,Islampur,Jamalpur,"Agrani Trading Company Ltd, Jamalpur",5160
709,Shambhuganj,Mymensingh 2,Noor Sons,5161
709,Goala Bazar,Sylhet Metro 2,Moula Baksh Karim Boksh Ltd.,5162
709,Monirampur,Jashore-2,M/S Azizur Rahman,5163
709,Maheshpur,Jhenaidah,Sanaullah Traders,5164
709,Bamundi,Meherpur,Desh Trade Link,5165
709,Damudda,Shariatpur,SPS Shariatpur,5166
71,Mirpur-2,Mirpur,"Agrani Trading Corporation, Mirpur",5167
71,Zirabo,Savar,"Agrani Trading Company Ltd, Savar",5168
71,Muradpur,Bayezid,Zawad Enterprise,5169
71,Boalkhali,Patiya,MAQ Distribution,5170
71,Chauddagram,Cumilla-2,"M/S. Abdul Latif Chowdhury, Chandpur",5171
71,Daganbhuiyan,Feni-2,Rokeya & Sons,5172
71,Nandigram,Bogura-2,Mr Brothers,5173
71,Birganj,Dinajpur,Moulovi Brothers,5174
71,Mokamtola,Joypurhat,M/S. Spectrum Trading Corporation,5175
71,Sapahar,Naogaon,Channa & Brothers,5176
71,Tanore,Rajshahi 1,M/S Abul Hossain,5177
71,Puthia (Raj 2),Rajshahi 2,Sumon Trading Corporation,5178
71,Kaunia,Rangpur,"Shaireen Enterprise, Rangpur",5179
71,Domar,Saidpur,"Shaireen Enterprise, Nilphamary",5180
710,Ati Bazar,Sutrapur,Sales Promotion Service,5181
710,Sarishabari,Madhupur,"Agrani Trading Company Ltd, Tangail",5182
710,Islampur,Jamalpur,"Agrani Trading Company Ltd, Jamalpur",5183
710,Shambhuganj,Mymensingh 2,Noor Sons,5184
710,Goala Bazar,Sylhet Metro 2,Moula Baksh Karim Boksh Ltd.,5185
710,Maheshpur,Jhenaidah,Sanaullah Traders,5186
711,Ati Bazar,Sutrapur,Sales Promotion Service,5187
711,Sarishabari,Madhupur,"Agrani Trading Company Ltd, Tangail",5188
711,Islampur,Jamalpur,"Agrani Trading Company Ltd, Jamalpur",5189
711,Shambhuganj,Mymensingh 2,Noor Sons,5190
711,Goala Bazar,Sylhet Metro 2,Moula Baksh Karim Boksh Ltd.,5191
711,Maheshpur,Jhenaidah,Sanaullah Traders,5192
712,Ati Bazar,Sutrapur,Sales Promotion Service,5193
712,Sarishabari,Madhupur,"Agrani Trading Company Ltd, Tangail",5194
712,Islampur,Jamalpur,"Agrani Trading Company Ltd, Jamalpur",5195
712,Shambhuganj,Mymensingh 2,Noor Sons,5196
712,Goala Bazar,Sylhet Metro 2,Moula Baksh Karim Boksh Ltd.,5197
712,Maheshpur,Jhenaidah,Sanaullah Traders,5198
713,Sarishabari,Madhupur,"Agrani Trading Company Ltd, Tangail",5199
713,Islampur,Jamalpur,"Agrani Trading Company Ltd, Jamalpur",5200
713,Shambhuganj,Mymensingh 2,Noor Sons,5201
713,Maheshpur,Jhenaidah,Sanaullah Traders,5202
714,Shambhuganj,Mymensingh 2,Noor Sons,5204
714,Maheshpur,Jhenaidah,Sanaullah Traders,5205
715,Shambhuganj,Mymensingh 2,Noor Sons,5206
715,Maheshpur,Jhenaidah,Sanaullah Traders,5207
716,Shambhuganj,Mymensingh 2,Noor Sons,5208
717,Shambhuganj,Mymensingh 2,Noor Sons,5209
718,Shambhuganj,Mymensingh 2,Noor Sons,5210
719,Shambhuganj,Mymensingh 2,Noor Sons,5211
72,Mirpur-2,Mirpur,"Agrani Trading Corporation, Mirpur",5212
72,Zirabo,Savar,"Agrani Trading Company Ltd, Savar",5213
72,Muradpur,Bayezid,Zawad Enterprise,5214
72,Boalkhali,Patiya,MAQ Distribution,5215
72,Chauddagram,Cumilla-2,"M/S. Abdul Latif Chowdhury, Chandpur",5216
72,Daganbhuiyan,Feni-2,Rokeya & Sons,5217
72,Nandigram,Bogura-2,Mr Brothers,5218
72,Birganj,Dinajpur,Moulovi Brothers,5219
72,Mokamtola,Joypurhat,M/S. Spectrum Trading Corporation,5220
72,Sapahar,Naogaon,Channa & Brothers,5221
72,Tanore,Rajshahi 1,M/S Abul Hossain,5222
72,Puthia (Raj 2),Rajshahi 2,Sumon Trading Corporation,5223
72,Kaunia,Rangpur,"Shaireen Enterprise, Rangpur",5224
72,Domar,Saidpur,"Shaireen Enterprise, Nilphamary",5225
720,Shambhuganj,Mymensingh 2,Noor Sons,5226
721,Shambhuganj,Mymensingh 2,Noor Sons,5227
722,Shambhuganj,Mymensingh 2,Noor Sons,5228
723,Shambhuganj,Mymensingh 2,Noor Sons,5229
724,Shambhuganj,Mymensingh 2,Noor Sons,5230
725,Shambhuganj,Mymensingh 2,Noor Sons,5231
726,Shambhuganj,Mymensingh 2,Noor Sons,5232
727,Shambhuganj,Mymensingh 2,Noor Sons,5233
728,Shambhuganj,Mymensingh 2,Noor Sons,5234
73,Mirpur-2,Mirpur,"Agrani Trading Corporation, Mirpur",5235
73,Zirabo,Savar,"Agrani Trading Company Ltd, Savar",5236
73,Muradpur,Bayezid,Zawad Enterprise,5237
73,Boalkhali,Patiya,MAQ Distribution,5238
73,Chauddagram,Cumilla-2,"M/S. Abdul Latif Chowdhury, Chandpur",5239
73,Daganbhuiyan,Feni-2,Rokeya & Sons,5240
73,Nandigram,Bogura-2,Mr Brothers,5241
73,Birganj,Dinajpur,Moulovi Brothers,5242
73,Mokamtola,Joypurhat,M/S. Spectrum Trading Corporation,5243
73,Sapahar,Naogaon,Channa & Brothers,5244
73,Tanore,Rajshahi 1,M/S Abul Hossain,5245
73,Taherpur (Raj 2),Rajshahi 2,Sumon Trading Corporation,5246
73,Kaunia,Rangpur,"Shaireen Enterprise, Rangpur",5247
73,Domar,Saidpur,"Shaireen Enterprise, Nilphamary",5248
74,Mirpur-2,Mirpur,"Agrani Trading Corporation, Mirpur",5249
74,Zirabo,Savar,"Agrani Trading Company Ltd, Savar",5250
74,Muradpur,Bayezid,Zawad Enterprise,5251
74,Anwara,Patiya,MAQ Distribution,5252
74,Chauddagram,Cumilla-2,"M/S. Abdul Latif Chowdhury, Chandpur",5253
74,Daganbhuiyan,Feni-2,Rokeya & Sons,5254
74,Nandigram,Bogura-2,Mr Brothers,5255
74,Birganj,Dinajpur,Moulovi Brothers,5256
74,Mokamtola,Joypurhat,M/S. Spectrum Trading Corporation,5257
74,Sapahar,Naogaon,Channa & Brothers,5258
74,Kasore,Rajshahi 1,M/S Abul Hossain,5259
74,Taherpur (Raj 2),Rajshahi 2,Sumon Trading Corporation,5260
74,Kaunia,Rangpur,"Shaireen Enterprise, Rangpur",5261
74,Domar,Saidpur,"Shaireen Enterprise, Nilphamary",5262
75,Mirpur-2,Mirpur,"Agrani Trading Corporation, Mirpur",5263
75,Zirabo,Savar,"Agrani Trading Company Ltd, Savar",5264
75,Muradpur,Bayezid,Zawad Enterprise,5265
75,Anwara,Patiya,MAQ Distribution,5266
75,Chauddagram,Cumilla-2,"M/S. Abdul Latif Chowdhury, Chandpur",5267
75,Daganbhuiyan,Feni-2,Rokeya & Sons,5268
75,Nandigram,Bogura-2,Mr Brothers,5269
75,Birganj,Dinajpur,Moulovi Brothers,5270
75,Mokamtola,Joypurhat,M/S. Spectrum Trading Corporation,5271
75,Manda,Naogaon,Channa & Brothers,5272
75,Kasore,Rajshahi 1,M/S Abul Hossain,5273
75,Taherpur (Raj 2),Rajshahi 2,Sumon Trading Corporation,5274
75,Kaunia,Rangpur,"Shaireen Enterprise, Rangpur",5275
75,Domar,Saidpur,"Shaireen Enterprise, Nilphamary",5276
76,Zirabo,Savar,"Agrani Trading Company Ltd, Savar",5277
76,Muradpur,Bayezid,Zawad Enterprise,5278
76,Anwara,Patiya,MAQ Distribution,5279
76,Chauddagram,Cumilla-2,"M/S. Abdul Latif Chowdhury, Chandpur",5280
76,Daganbhuiyan,Feni-2,Rokeya & Sons,5281
76,Nandigram,Bogura-2,Mr Brothers,5282
76,Birganj,Dinajpur,Moulovi Brothers,5283
76,Mokamtola,Joypurhat,M/S. Spectrum Trading Corporation,5284
76,Manda,Naogaon,Channa & Brothers,5285
76,Kasore,Rajshahi 1,M/S Abul Hossain,5286
76,Taherpur (Raj 2),Rajshahi 2,Sumon Trading Corporation,5287
76,Kaunia,Rangpur,"Shaireen Enterprise, Rangpur",5288
76,Domar,Saidpur,"Shaireen Enterprise, Nilphamary",5289
77,Zirabo,Savar,"Agrani Trading Company Ltd, Savar",5290
77,Muradpur,Bayezid,Zawad Enterprise,5291
77,Anwara,Patiya,MAQ Distribution,5292
77,Chauddagram,Cumilla-2,"M/S. Abdul Latif Chowdhury, Chandpur",5293
77,Daganbhuiyan,Feni-2,Rokeya & Sons,5294
77,Nandigram,Bogura-2,Mr Brothers,5295
77,Setabganj,Dinajpur,Moulovi Brothers,5296
77,Mokamtola,Joypurhat,M/S. Spectrum Trading Corporation,5297
77,Manda,Naogaon,Channa & Brothers,5298
77,Kasore,Rajshahi 1,M/S Abul Hossain,5299
77,Taherpur (Raj 2),Rajshahi 2,Sumon Trading Corporation,5300
77,Kaunia,Rangpur,"Shaireen Enterprise, Rangpur",5301
77,Domar,Saidpur,"Shaireen Enterprise, Nilphamary",5302
78,Zirabo,Savar,"Agrani Trading Company Ltd, Savar",5303
78,Muradpur,Bayezid,Zawad Enterprise,5304
78,Anwara,Patiya,MAQ Distribution,5305
78,Chauddagram,Cumilla-2,"M/S. Abdul Latif Chowdhury, Chandpur",5306
78,Daganbhuiyan,Feni-2,Rokeya & Sons,5307
78,Nandigram,Bogura-2,Mr Brothers,5308
78,Setabganj,Dinajpur,Moulovi Brothers,5309
78,Mokamtola,Joypurhat,M/S. Spectrum Trading Corporation,5310
78,Manda,Naogaon,Channa & Brothers,5311
78,Kasore,Rajshahi 1,M/S Abul Hossain,5312
78,Taherpur (Raj 2),Rajshahi 2,Sumon Trading Corporation,5313
78,Pirgachha,Rangpur,"Shaireen Enterprise, Rangpur",5314
78,Domar,Saidpur,"Shaireen Enterprise, Nilphamary",5315
79,Zirabo,Savar,"Agrani Trading Company Ltd, Savar",5316
79,Muradpur,Bayezid,Zawad Enterprise,5317
79,Anwara,Patiya,MAQ Distribution,5318
79,Chauddagram,Cumilla-2,"M/S. Abdul Latif Chowdhury, Chandpur",5319
79,Daganbhuiyan,Feni-2,Rokeya & Sons,5320
79,Sherpur (RAJ),Bogura-2,Mr Brothers,5321
79,Setabganj,Dinajpur,Moulovi Brothers,5322
79,Mokamtola,Joypurhat,M/S. Spectrum Trading Corporation,5323
79,Manda,Naogaon,Channa & Brothers,5324
79,Kasore,Rajshahi 1,M/S Abul Hossain,5325
79,Taherpur (Raj 2),Rajshahi 2,Sumon Trading Corporation,5326
79,Pirgachha,Rangpur,"Shaireen Enterprise, Rangpur",5327
79,Domar,Saidpur,"Shaireen Enterprise, Nilphamary",5328
8,Gulshan,Gulshan,"Agrani Trading Corporation, Gulshan",5329
8,Mirpur-1,Mirpur,"Agrani Trading Corporation, Mirpur",5330
8,Mogbazar,Mogbazar,"Agrani Trading Corporation, Mogbazar",5331
8,Matuail,Matuail,"Agrani Trading Corporation, Mogbazar",5332
8,Motijheel,Motijheel,"Agrani Trading Corporation, Mogbazar",5333
8,Narayanganj,Narayanganj,The Jamal & Co - Narayanganj,5334
8,Savar,Savar,"Agrani Trading Company Ltd, Savar",5335
8,Board Bazar,Tongi,Azahar Trading Ltd.,5336
8,EPZ,CTG Port,Zawad Enterprise,5337
8,Fouzderhat,Sitakunda,Arafa Store,5338
8,Dewanhat,Kotwali (CTG),MAQ Distribution,5339
8,Chandpur,Chandpur,"M/S. Abdul Latif Chowdhury, Chandpur",5340
8,Cumilla-1,Cumilla-1,M/S Rupali Traders,5341
8,Daudkandi,Daudkandi,Abdul Latif Chowdhury,5342
8,Feni,Feni-1,Rokeya & Sons,5343
8,Laksham,Laksam,M/S. Momin Store,5344
8,Bogura,Bogura-1,Mr Brothers,5345
8,Ishwardi,Ishwardi,Daffodils,5346
8,Pabna,Pabna,Sales Connect Limited,5347
8,Dinajpur,Dinajpur,Moulovi Brothers,5348
8,Joypurhat,Joypurhat,M/S. Spectrum Trading Corporation,5349
8,Chapai Nawabganj,Chapai,M/S Haque & Co.,5350
8,Naogaon,Naogaon,Channa & Brothers,5351
8,Natore,Natore,Sumon Trading Corporation,5352
8,Rajshahi-1,Rajshahi 1,M/S Abul Hossain,5353
8,Kurigram,Kurigram,"Asiatic Distributions Limited, Kurigram",5354
8,Lalmonirhat,Lalmonirhat,Asiatic Distributions Limited  Lalmonirhat,5355
8,Rangpur,Rangpur,"Shaireen Enterprise, Rangpur",5356
8,Saidpur,Saidpur,"Shaireen Enterprise, Nilphamary",5357
80,Zirabo,Savar,"Agrani Trading Company Ltd, Savar",5358
80,Muradpur,Bayezid,Zawad Enterprise,5359
80,Anwara,Patiya,MAQ Distribution,5360
80,Shaharasti,Cumilla-2,"M/S. Abdul Latif Chowdhury, Chandpur",5361
80,Daganbhuiyan,Feni-2,Rokeya & Sons,5362
80,Sherpur (RAJ),Bogura-2,Mr Brothers,5363
80,Setabganj,Dinajpur,Moulovi Brothers,5364
80,Mokamtola,Joypurhat,M/S. Spectrum Trading Corporation,5365
80,Manda,Naogaon,Channa & Brothers,5366
80,Kasore,Rajshahi 1,M/S Abul Hossain,5367
80,Bhabaniganj (Raj 2),Rajshahi 2,Sumon Trading Corporation,5368
80,Pirgachha,Rangpur,"Shaireen Enterprise, Rangpur",5369
80,Debiganj,Saidpur,"Shaireen Enterprise, Nilphamary",5370
800,Golapganj,Sylhet Metro 1,Moula Baksh Karim Boksh Ltd.,5371
801,Kashba,B. Baria,ADL B.BARIA,5372
801,Ajmiriganj,Habiganj,ADL Habiganj,5373
801,Madarganj,Jamalpur,"Agrani Trading Company Ltd, Jamalpur",5374
801,Trishal,Mymensingh 2,Noor Sons,5375
801,Golapganj,Sylhet Metro 1,Moula Baksh Karim Boksh Ltd.,5376
801,Bagarpara,Jashore-2,M/S Azizur Rahman,5377
801,Mujibnagar,Meherpur,Desh Trade Link,5378
801,Uzirpur,Barishal-1,M/S BARISHAL J AHMED & CO.,5379
801,Muksudpur,Faridpur,AKHTER ENTERPRISE,5380
801,Shokhipur,Shariatpur,SPS Shariatpur,5381
802,Kashba,B. Baria,ADL B.BARIA,5382
802,Ajmiriganj,Habiganj,ADL Habiganj,5383
802,Madarganj,Jamalpur,"Agrani Trading Company Ltd, Jamalpur",5384
802,Trishal,Mymensingh 2,Noor Sons,5385
802,Golapganj,Sylhet Metro 1,Moula Baksh Karim Boksh Ltd.,5386
802,Bagarpara,Jashore-2,M/S Azizur Rahman,5387
802,Mujibnagar,Meherpur,Desh Trade Link,5388
802,Uzirpur,Barishal-1,M/S BARISHAL J AHMED & CO.,5389
802,Muksudpur,Faridpur,AKHTER ENTERPRISE,5390
802,Shokhipur,Shariatpur,SPS Shariatpur,5391
