route,point,territory,house,route_id
138,Sector-14,Uttara,Azahar Trading Ltd.,1260
138,Naniarchar,Rangamati,Zawad Enterprise,1261
138,Companiganj (CU),Cumilla-1,M/S Rupali Traders,1262
138,Barishal,Barishal-1,M/S BARISHAL J AHMED & CO.,1263
138,Pipulbaria,Sirajganj,Mr Brothers,1264
138,Bonarpara,Gaibandha,M/S. Spectrum Trading Corporation,1265
138,Panchagarh,Thakurgaon,Moulovi Brothers,1266
139,Madanpur,Munshiganj,The Jamal & Co - Narayanganj,1267
139,Dhanmondi,Dhanmondi,The Jamal & Co - Dhanmondi,1268
139,Dhamrai,DEPZ,"Agrani Trading Company Ltd, Savar",1269
139,Tangail,Tangail,"Agrani Trading Company Ltd, Tangail",1270
139,Sector-14,Uttara,Azahar Trading Ltd.,1271
139,Naniarchar,Rangamati,Zawad Enterprise,1272
139,Companiganj (CU),Cumilla-1,M/S Rupali Traders,1273
139,Barishal,Barishal-1,M/S BARISHAL J AHMED & CO.,1274
139,Pipulbaria,Sirajganj,Mr Brothers,1275
139,Bonarpara,Gaibandha,M/S. Spectrum Trading Corporation,1276
139,Panchagarh,Thakurgaon,Moulovi Brothers,1277
14,Gulshan,Gulshan,"Agrani Trading Corporation, Gulshan",1278
14,Mirpur-1,Mirpur,"Agrani Trading Corporation, Mirpur",1279
14,Mogbazar,Mogbazar,"Agrani Trading Corporation, Mogbazar",1280
14,Matuail,Matuail,"Agrani Trading Corporation, Mogbazar",1281
14,Motijheel,Motijheel,"Agrani Trading Corporation, Mogbazar",1282
14,Narayanganj,Narayanganj,The Jamal & Co - Narayanganj,1283
14,Savar,Savar,"Agrani Trading Company Ltd, Savar",1284
14,Tongi,Tongi,Azahar Trading Ltd.,1285
14,EPZ,CTG Port,Zawad Enterprise,1286
14,Fouzderhat,Sitakunda,Arafa Store,1287
14,Dewanhat,Kotwali (CTG),MAQ Distribution,1288
14,Chandpur,Chandpur,"M/S. Abdul Latif Chowdhury, Chandpur",1289
14,Cumilla-1,Cumilla-1,M/S Rupali Traders,1290
14,Homna,Daudkandi,Abdul Latif Chowdhury,1291
14,Feni,Feni-1,Rokeya & Sons,1292
14,Laksham,Laksam,M/S. Momin Store,1293
14,Bogura,Bogura-1,Mr Brothers,1294
14,Ishwardi,Ishwardi,Daffodils,1295
14,Pabna,Pabna,Sales Connect Limited,1296
14,Dinajpur,Dinajpur,Moulovi Brothers,1297
14,Joypurhat,Joypurhat,M/S. Spectrum Trading Corporation,1298
14,Chapai Nawabganj,Chapai,M/S Haque & Co.,1299
14,Naogaon,Naogaon,Channa & Brothers,1300
14,Natore,Natore,Sumon Trading Corporation,1301
14,Rajshahi-1,Rajshahi 1,M/S Abul Hossain,1302
14,Kurigram,Kurigram,"Asiatic Distributions Limited, Kurigram",1303
14,Lalmonirhat,Lalmonirhat,Asiatic Distributions Limited  Lalmonirhat,1304
14,Rangpur,Rangpur,"Shaireen Enterprise, Rangpur",1305
14,Parbatipur,Saidpur,"Shaireen Enterprise, Nilphamary",1306
140,Madanpur,Munshiganj,The Jamal & Co - Narayanganj,1307
140,Dhanmondi,Dhanmondi,The Jamal & Co - Dhanmondi,1308
140,Dhamrai,DEPZ,"Agrani Trading Company Ltd, Savar",1309
140,Tangail,Tangail,"Agrani Trading Company Ltd, Tangail",1310
140,Sector-14,Uttara,Azahar Trading Ltd.,1311
140,Horina,Rangamati,Zawad Enterprise,1312
140,Companiganj (CU),Cumilla-1,M/S Rupali Traders,1313
140,Barishal,Barishal-1,M/S BARISHAL J AHMED & CO.,1314
140,Pipulbaria,Sirajganj,Mr Brothers,1315
140,Bonarpara,Gaibandha,M/S. Spectrum Trading Corporation,1316
140,Panchagarh,Thakurgaon,Moulovi Brothers,1317
141,Madanpur,Munshiganj,The Jamal & Co - Narayanganj,1318
141,Dhanmondi,Dhanmondi,The Jamal & Co - Dhanmondi,1319
141,Dhamrai,DEPZ,"Agrani Trading Company Ltd, Savar",1320
141,Tangail,Tangail,"Agrani Trading Company Ltd, Tangail",1321
141,Sector-14,Uttara,Azahar Trading Ltd.,1322
141,Horina,Rangamati,Zawad Enterprise,1323
141,Companiganj (CU),Cumilla-1,M/S Rupali Traders,1324
141,Barishal,Barishal-1,M/S BARISHAL J AHMED & CO.,1325
141,Pipulbaria,Sirajganj,Mr Brothers,1326
141,Bonarpara,Gaibandha,M/S. Spectrum Trading Corporation,1327
141,Panchagarh,Thakurgaon,Moulovi Brothers,1328
142,Madanpur,Munshiganj,The Jamal & Co - Narayanganj,1329
142,Dhanmondi,Dhanmondi,The Jamal & Co - Dhanmondi,1330
142,Dhamrai,DEPZ,"Agrani Trading Company Ltd, Savar",1331
142,Sector-14,Uttara,Azahar Trading Ltd.,1332
142,Juraichhari,Rangamati,Zawad Enterprise,1333
142,Companiganj (CU),Cumilla-1,M/S Rupali Traders,1334
142,Barishal,Barishal-1,M/S BARISHAL J AHMED & CO.,1335
142,Pipulbaria,Sirajganj,Mr Brothers,1336
142,Bonarpara,Gaibandha,M/S. Spectrum Trading Corporation,1337
142,Panchagarh,Thakurgaon,Moulovi Brothers,1338
143,Madanpur,Munshiganj,The Jamal & Co - Narayanganj,1339
143,Dhanmondi,Dhanmondi,The Jamal & Co - Dhanmondi,1340
143,Sector-14,Uttara,Azahar Trading Ltd.,1341
143,Barkal,Rangamati,Zawad Enterprise,1342
143,Companiganj (CU),Cumilla-1,M/S Rupali Traders,1343
143,Barishal,Barishal-1,M/S BARISHAL J AHMED & CO.,1344
143,Pipulbaria,Sirajganj,Mr Brothers,1345
143,Bonarpara,Gaibandha,M/S. Spectrum Trading Corporation,1346
143,Panchagarh,Thakurgaon,Moulovi Brothers,1347
144,Madanpur,Munshiganj,The Jamal & Co - Narayanganj,1348
144,Sector-14,Uttara,Azahar Trading Ltd.,1349
144,Belaichhari,Rangamati,Zawad Enterprise,1350
144,Companiganj (CU),Cumilla-1,M/S Rupali Traders,1351
144,Barishal,Barishal-1,M/S BARISHAL J AHMED & CO.,1352
144,Pipulbaria,Sirajganj,Mr Brothers,1353
144,Sundarganj,Gaibandha,M/S. Spectrum Trading Corporation,1354
144,Panchagarh,Thakurgaon,Moulovi Brothers,1355
145,Madanpur,Munshiganj,The Jamal & Co - Narayanganj,1356
145,Sector-14,Uttara,Azahar Trading Ltd.,1357
145,Nazirhat,Khagrachhari,Zawad Enterprise,1358
145,Companiganj (CU),Cumilla-1,M/S Rupali Traders,1359
145,Barishal,Barishal-1,M/S BARISHAL J AHMED & CO.,1360
145,Belkuchi,Sirajganj,Mr Brothers,1361
145,Sundarganj,Gaibandha,M/S. Spectrum Trading Corporation,1362
145,Panchagarh,Thakurgaon,Moulovi Brothers,1363
146,Sector-14,Uttara,Azahar Trading Ltd.,1364
146,Nazirhat,Khagrachhari,Zawad Enterprise,1365
146,Barishal,Barishal-1,M/S BARISHAL J AHMED & CO.,1366
146,Belkuchi,Sirajganj,Mr Brothers,1367
146,Sundarganj,Gaibandha,M/S. Spectrum Trading Corporation,1368
146,Panchagarh,Thakurgaon,Moulovi Brothers,1369
147,Sector-14,Uttara,Azahar Trading Ltd.,1370
147,Nazirhat,Khagrachhari,Zawad Enterprise,1371
147,Belkuchi,Sirajganj,Mr Brothers,1372
147,Sundarganj,Gaibandha,M/S. Spectrum Trading Corporation,1373
147,Panchagarh,Thakurgaon,Moulovi Brothers,1374
148,Sector-14,Uttara,Azahar Trading Ltd.,1375
148,Nazirhat,Khagrachhari,Zawad Enterprise,1376
148,Belkuchi,Sirajganj,Mr Brothers,1377
148,Sundarganj,Gaibandha,M/S. Spectrum Trading Corporation,1378
148,Panchagarh,Thakurgaon,Moulovi Brothers,1379
149,Sector-14,Uttara,Azahar Trading Ltd.,1380
149,Nazirhat,Khagrachhari,Zawad Enterprise,1381
149,Belkuchi,Sirajganj,Mr Brothers,1382
149,Sundarganj,Gaibandha,M/S. Spectrum Trading Corporation,1383
149,Panchagarh,Thakurgaon,Moulovi Brothers,1384
15,Gulshan,Gulshan,"Agrani Trading Corporation, Gulshan",1385
15,Mirpur-1,Mirpur,"Agrani Trading Corporation, Mirpur",1386
15,Mogbazar,Mogbazar,"Agrani Trading Corporation, Mogbazar",1387
15,Matuail,Matuail,"Agrani Trading Corporation, Mogbazar",1388
15,Motijheel,Motijheel,"Agrani Trading Corporation, Mogbazar",1389
15,Narayanganj,Narayanganj,The Jamal & Co - Narayanganj,1390
15,Savar,Savar,"Agrani Trading Company Ltd, Savar",1391
15,Tongi,Tongi,Azahar Trading Ltd.,1392
15,EPZ,CTG Port,Zawad Enterprise,1393
15,Fouzderhat,Sitakunda,Arafa Store,1394
15,Dewanhat,Kotwali (CTG),MAQ Distribution,1395
15,Chandpur,Chandpur,"M/S. Abdul Latif Chowdhury, Chandpur",1396
15,Cumilla-1,Cumilla-1,M/S Rupali Traders,1397
15,Daudkandi,Daudkandi,Abdul Latif Chowdhury,1398
15,Feni,Feni-1,Rokeya & Sons,1399
15,Laksham,Laksam,M/S. Momin Store,1400
15,Bogura,Bogura-1,Mr Brothers,1401
15,Ishwardi,Ishwardi,Daffodils,1402
15,Pabna,Pabna,Sales Connect Limited,1403
15,Dinajpur,Dinajpur,Moulovi Brothers,1404
15,Joypurhat,Joypurhat,M/S. Spectrum Trading Corporation,1405
15,Chapai Nawabganj,Chapai,M/S Haque & Co.,1406
15,Naogaon,Naogaon,Channa & Brothers,1407
15,Natore,Natore,Sumon Trading Corporation,1408
15,Rajshahi-1,Rajshahi 1,M/S Abul Hossain,1409
15,Kurigram,Kurigram,"Asiatic Distributions Limited, Kurigram",1410
15,Borobari,Lalmonirhat,Asiatic Distributions Limited  Lalmonirhat,1411
15,Rangpur,Rangpur,"Shaireen Enterprise, Rangpur",1412
15,Parbatipur,Saidpur,"Shaireen Enterprise, Nilphamary",1413
150,Zirani,DEPZ,"Agrani Trading Company Ltd, Savar",1414
150,Sector-14,Uttara,Azahar Trading Ltd.,1415
150,Nazirhat,Khagrachhari,Zawad Enterprise,1416
150,Belkuchi,Sirajganj,Mr Brothers,1417
150,Sundarganj,Gaibandha,M/S. Spectrum Trading Corporation,1418
150,Panchagarh,Thakurgaon,Moulovi Brothers,1419
151,Zirani,DEPZ,"Agrani Trading Company Ltd, Savar",1420
151,Sector-14,Uttara,Azahar Trading Ltd.,1421
151,Nazirhat,Khagrachhari,Zawad Enterprise,1422
151,Belkuchi,Sirajganj,Mr Brothers,1423
151,Sundarganj,Gaibandha,M/S. Spectrum Trading Corporation,1424
151,Panchagarh,Thakurgaon,Moulovi Brothers,1425
152,Zirani,DEPZ,"Agrani Trading Company Ltd, Savar",1426
152,Sector-14,Uttara,Azahar Trading Ltd.,1427
152,Nazirhat,Khagrachhari,Zawad Enterprise,1428
152,Belkuchi,Sirajganj,Mr Brothers,1429
152,Sundarganj,Gaibandha,M/S. Spectrum Trading Corporation,1430
152,Panchagarh,Thakurgaon,Moulovi Brothers,1431
153,Zirani,DEPZ,"Agrani Trading Company Ltd, Savar",1432
153,Sector-14,Uttara,Azahar Trading Ltd.,1433
153,Nazirhat,Khagrachhari,Zawad Enterprise,1434
153,Belkuchi,Sirajganj,Mr Brothers,1435
153,Sundarganj,Gaibandha,M/S. Spectrum Trading Corporation,1436
153,Panchagarh,Thakurgaon,Moulovi Brothers,1437
154,Zirani,DEPZ,"Agrani Trading Company Ltd, Savar",1438
154,Sector-14,Uttara,Azahar Trading Ltd.,1439
154,Nazirhat,Khagrachhari,Zawad Enterprise,1440
154,Belkuchi,Sirajganj,Mr Brothers,1441
154,Sundarganj,Gaibandha,M/S. Spectrum Trading Corporation,1442
154,Panchagarh 2,Thakurgaon,Moulovi Brothers,1443
155,Zirani,DEPZ,"Agrani Trading Company Ltd, Savar",1444
155,Sector-14,Uttara,Azahar Trading Ltd.,1445
155,Nazirhat,Khagrachhari,Zawad Enterprise,1446
155,Belkuchi,Sirajganj,Mr Brothers,1447
155,Panchagarh 2,Thakurgaon,Moulovi Brothers,1448
156,Zirani,DEPZ,"Agrani Trading Company Ltd, Savar",1449
156,Sector-14,Uttara,Azahar Trading Ltd.,1450
156,Nazirhat,Khagrachhari,Zawad Enterprise,1451
156,Belkuchi,Sirajganj,Mr Brothers,1452
156,Panchagarh 2,Thakurgaon,Moulovi Brothers,1453
157,Zirani,DEPZ,"Agrani Trading Company Ltd, Savar",1454
157,Sector-14,Uttara,Azahar Trading Ltd.,1455
157,Nazirhat,Khagrachhari,Zawad Enterprise,1456
157,Belkuchi,Sirajganj,Mr Brothers,1457
157,Panchagarh 2,Thakurgaon,Moulovi Brothers,1458
158,Zirani,DEPZ,"Agrani Trading Company Ltd, Savar",1459
158,Sector-14,Uttara,Azahar Trading Ltd.,1460
158,Nazirhat,Khagrachhari,Zawad Enterprise,1461
158,Belkuchi,Sirajganj,Mr Brothers,1462
158,Panchagarh 2,Thakurgaon,Moulovi Brothers,1463
159,Zirani,DEPZ,"Agrani Trading Company Ltd, Savar",1464
159,Sector-14,Uttara,Azahar Trading Ltd.,1465
159,Nazirhat,Khagrachhari,Zawad Enterprise,1466
159,Belkuchi,Sirajganj,Mr Brothers,1467
159,Panchagarh 2,Thakurgaon,Moulovi Brothers,1468
16,Gulshan,Gulshan,"Agrani Trading Corporation, Gulshan",1469
16,Mirpur-1,Mirpur,"Agrani Trading Corporation, Mirpur",1470
16,Mogbazar,Mogbazar,"Agrani Trading Corporation, Mogbazar",1471
16,Matuail,Matuail,"Agrani Trading Corporation, Mogbazar",1472
16,Motijheel,Motijheel,"Agrani Trading Corporation, Mogbazar",1473
16,Narayanganj,Narayanganj,The Jamal & Co - Narayanganj,1474
16,Savar,Savar,"Agrani Trading Company Ltd, Savar",1475
16,Tongi,Tongi,Azahar Trading Ltd.,1476
16,EPZ,CTG Port,Zawad Enterprise,1477
16,Fouzderhat,Sitakunda,Arafa Store,1478
16,Dewanhat,Kotwali (CTG),MAQ Distribution,1479
16,Chandpur,Chandpur,"M/S. Abdul Latif Chowdhury, Chandpur",1480
16,Cumilla-1,Cumilla-1,M/S Rupali Traders,1481
16,Daudkandi,Daudkandi,Abdul Latif Chowdhury,1482
16,Feni,Feni-1,Rokeya & Sons,1483
16,Laksham,Laksam,M/S. Momin Store,1484
16,Bogura,Bogura-1,Mr Brothers,1485
16,Ishwardi,Ishwardi,Daffodils,1486
16,Pabna,Pabna,Sales Connect Limited,1487
16,Dinajpur,Dinajpur,Moulovi Brothers,1488
16,Joypurhat,Joypurhat,M/S. Spectrum Trading Corporation,1489
16,Chapai Nawabganj,Chapai,M/S Haque & Co.,1490
16,Naogaon,Naogaon,Channa & Brothers,1491
16,Natore,Natore,Sumon Trading Corporation,1492
16,Rajshahi-1,Rajshahi 1,M/S Abul Hossain,1493
16,Kurigram,Kurigram,"Asiatic Distributions Limited, Kurigram",1494
16,Borobari,Lalmonirhat,Asiatic Distributions Limited  Lalmonirhat,1495
16,Rangpur,Rangpur,"Shaireen Enterprise, Rangpur",1496
16,Parbatipur,Saidpur,"Shaireen Enterprise, Nilphamary",1497
160,Zirani,DEPZ,"Agrani Trading Company Ltd, Savar",1498
160,Sector-14,Uttara,Azahar Trading Ltd.,1499
160,Nazirhat,Khagrachhari,Zawad Enterprise,1500
160,Belkuchi,Sirajganj,Mr Brothers,1501
160,Panchagarh 2,Thakurgaon,Moulovi Brothers,1502
161,Zirani,DEPZ,"Agrani Trading Company Ltd, Savar",1503
161,Sector-14,Uttara,Azahar Trading Ltd.,1504
161,Nazirhat,Khagrachhari,Zawad Enterprise,1505
161,Sirajganj,Sirajganj,Mr Brothers,1506
161,Panchagarh 2,Thakurgaon,Moulovi Brothers,1507
162,Zirani,DEPZ,"Agrani Trading Company Ltd, Savar",1508
162,Nazirhat,Khagrachhari,Zawad Enterprise,1509
162,Sirajganj,Sirajganj,Mr Brothers,1510
162,Tetulia,Thakurgaon,Moulovi Brothers,1511
163,Zirani,DEPZ,"Agrani Trading Company Ltd, Savar",1512
163,Nazirhat,Khagrachhari,Zawad Enterprise,1513
163,Sirajganj,Sirajganj,Mr Brothers,1514
163,Tetulia,Thakurgaon,Moulovi Brothers,1515
164,Zirani,DEPZ,"Agrani Trading Company Ltd, Savar",1516
164,Khagrachhari Sadar,Khagrachhari,Zawad Enterprise,1517
164,Sirajganj,Sirajganj,Mr Brothers,1518
164,Tetulia,Thakurgaon,Moulovi Brothers,1519
165,Zirani,DEPZ,"Agrani Trading Company Ltd, Savar",1520
165,Khagrachhari Sadar,Khagrachhari,Zawad Enterprise,1521
165,Sirajganj,Sirajganj,Mr Brothers,1522
165,Dinajpur,Dinajpur,Moulovi Brothers,1523
166,Zirani,DEPZ,"Agrani Trading Company Ltd, Savar",1524
166,Khagrachhari Sadar,Khagrachhari,Zawad Enterprise,1525
166,Sirajganj,Sirajganj,Mr Brothers,1526
166,Tetulia,Thakurgaon,Moulovi Brothers,1527
167,Zirani,DEPZ,"Agrani Trading Company Ltd, Savar",1528
167,Khagrachhari Sadar,Khagrachhari,Zawad Enterprise,1529
167,Sirajganj,Sirajganj,Mr Brothers,1530
167,Baliadangi,Thakurgaon,Moulovi Brothers,1531
168,Zirani,DEPZ,"Agrani Trading Company Ltd, Savar",1532
168,Khagrachhari Sadar,Khagrachhari,Zawad Enterprise,1533
168,Sirajganj,Sirajganj,Mr Brothers,1534
168,Dinajpur,Dinajpur,Moulovi Brothers,1535
169,Zirani,DEPZ,"Agrani Trading Company Ltd, Savar",1536
169,Khagrachhari Sadar,Khagrachhari,Zawad Enterprise,1537
169,Sirajganj,Sirajganj,Mr Brothers,1538
169,Birganj,Dinajpur,Moulovi Brothers,1539
17,Gulshan,Gulshan,"Agrani Trading Corporation, Gulshan",1540
17,Mirpur-1,Mirpur,"Agrani Trading Corporation, Mirpur",1541
17,Mogbazar,Mogbazar,"Agrani Trading Corporation, Mogbazar",1542
17,Matuail,Matuail,"Agrani Trading Corporation, Mogbazar",1543
17,Motijheel,Motijheel,"Agrani Trading Corporation, Mogbazar",1544
17,Narayanganj,Narayanganj,The Jamal & Co - Narayanganj,1545
17,Savar,Savar,"Agrani Trading Company Ltd, Savar",1546
17,Tongi,Tongi,Azahar Trading Ltd.,1547
17,EPZ,CTG Port,Zawad Enterprise,1548
17,Fouzderhat,Sitakunda,Arafa Store,1549
17,Dewanhat,Kotwali (CTG),MAQ Distribution,1550
17,Chandpur,Chandpur,"M/S. Abdul Latif Chowdhury, Chandpur",1551
17,Cumilla-1,Cumilla-1,M/S Rupali Traders,1552
17,Daudkandi,Daudkandi,Abdul Latif Chowdhury,1553
17,Feni,Feni-1,Rokeya & Sons,1554
17,Laksham,Laksam,M/S. Momin Store,1555
17,Bogura,Bogura-1,Mr Brothers,1556
17,Ishwardi,Ishwardi,Daffodils,1557
17,Pabna,Pabna,Sales Connect Limited,1558
17,Dinajpur,Dinajpur,Moulovi Brothers,1559
17,Joypurhat,Joypurhat,M/S. Spectrum Trading Corporation,1560
17,Chapai Nawabganj,Chapai,M/S Haque & Co.,1561
17,Naogaon,Naogaon,Channa & Brothers,1562
17,Natore,Natore,Sumon Trading Corporation,1563
17,Rajshahi-1,Rajshahi 1,M/S Abul Hossain,1564
17,Kurigram,Kurigram,"Asiatic Distributions Limited, Kurigram",1565
17,Borobari,Lalmonirhat,Asiatic Distributions Limited  Lalmonirhat,1566
17,Rangpur,Rangpur,"Shaireen Enterprise, Rangpur",1567
17,Parbatipur,Saidpur,"Shaireen Enterprise, Nilphamary",1568
170,Zirani,DEPZ,"Agrani Trading Company Ltd, Savar",1569
170,Khagrachhari Sadar,Khagrachhari,Zawad Enterprise,1570
170,Sirajganj,Sirajganj,Mr Brothers,1571
170,Birampur,Dinajpur,Moulovi Brothers,1572
171,Zirani,DEPZ,"Agrani Trading Company Ltd, Savar",1573
171,Khagrachhari Sadar,Khagrachhari,Zawad Enterprise,1574
171,Sirajganj,Sirajganj,Mr Brothers,1575
171,Fulbari,Dinajpur,Moulovi Brothers,1576
172,Zirani,DEPZ,"Agrani Trading Company Ltd, Savar",1577
172,Khagrachhari Sadar,Khagrachhari,Zawad Enterprise,1578
172,Sirajganj,Sirajganj,Mr Brothers,1579
172,Panchagarh,Thakurgaon,Moulovi Brothers,1580
173,Zirani,DEPZ,"Agrani Trading Company Ltd, Savar",1581
173,Manikchhari,Khagrachhari,Zawad Enterprise,1582
173,Sirajganj,Sirajganj,Mr Brothers,1583
173,Thakurgaon,Thakurgaon,Moulovi Brothers,1584
174,Zirani,DEPZ,"Agrani Trading Company Ltd, Savar",1585
174,Manikchhari,Khagrachhari,Zawad Enterprise,1586
174,Sirajganj,Sirajganj,Mr Brothers,1587
174,Birampur,Dinajpur,Moulovi Brothers,1588
175,Manikchhari,Khagrachhari,Zawad Enterprise,1589
175,Sirajganj,Sirajganj,Mr Brothers,1590
175,Setabganj,Dinajpur,Moulovi Brothers,1591
176,Ramgor,Khagrachhari,Zawad Enterprise,1592
176,Sirajganj,Sirajganj,Mr Brothers,1593
176,Setabganj,Dinajpur,Moulovi Brothers,1594
177,Ramgor,Khagrachhari,Zawad Enterprise,1595
177,Sirajganj,Sirajganj,Mr Brothers,1596
177,Setabganj,Dinajpur,Moulovi Brothers,1597
178,Ramgor,Khagrachhari,Zawad Enterprise,1598
178,Sirajganj,Sirajganj,Mr Brothers,1599
178,Birganj,Dinajpur,Moulovi Brothers,1600
179,Matiranga,Khagrachhari,Zawad Enterprise,1601
179,Sirajganj,Sirajganj,Mr Brothers,1602
179,Dinajpur,Dinajpur,Moulovi Brothers,1603
18,Gulshan,Gulshan,"Agrani Trading Corporation, Gulshan",1604
18,Mirpur-1,Mirpur,"Agrani Trading Corporation, Mirpur",1605
18,Mogbazar,Mogbazar,"Agrani Trading Corporation, Mogbazar",1606
18,Matuail,Matuail,"Agrani Trading Corporation, Mogbazar",1607
18,Motijheel,Motijheel,"Agrani Trading Corporation, Mogbazar",1608
18,Narayanganj,Narayanganj,The Jamal & Co - Narayanganj,1609
18,Savar,Savar,"Agrani Trading Company Ltd, Savar",1610
18,Tongi,Tongi,Azahar Trading Ltd.,1611
18,EPZ,CTG Port,Zawad Enterprise,1612
18,Fouzderhat,Sitakunda,Arafa Store,1613
18,Dewanhat,Kotwali (CTG),MAQ Distribution,1614
18,Chandpur,Chandpur,"M/S. Abdul Latif Chowdhury, Chandpur",1615
18,Cumilla-1,Cumilla-1,M/S Rupali Traders,1616
18,Daudkandi,Daudkandi,Abdul Latif Chowdhury,1617
18,Feni,Feni-1,Rokeya & Sons,1618
18,Laksham,Laksam,M/S. Momin Store,1619
18,Bogura,Bogura-1,Mr Brothers,1620
18,Ishwardi,Ishwardi,Daffodils,1621
18,Pabna,Pabna,Sales Connect Limited,1622
18,Dinajpur,Dinajpur,Moulovi Brothers,1623
18,Joypurhat,Joypurhat,M/S. Spectrum Trading Corporation,1624
18,Chapai Nawabganj,Chapai,M/S Haque & Co.,1625
18,Naogaon,Naogaon,Channa & Brothers,1626
18,Natore,Natore,Sumon Trading Corporation,1627
18,Rajshahi-1,Rajshahi 1,M/S Abul Hossain,1628
18,Kurigram,Kurigram,"Asiatic Distributions Limited, Kurigram",1629
18,Borobari,Lalmonirhat,Asiatic Distributions Limited  Lalmonirhat,1630
18,Rangpur,Rangpur,"Shaireen Enterprise, Rangpur",1631
18,Parbatipur,Saidpur,"Shaireen Enterprise, Nilphamary",1632
180,Matiranga,Khagrachhari,Zawad Enterprise,1633
180,Sirajganj,Sirajganj,Mr Brothers,1634
181,Manikganj,Manikganj,"Agrani Trading Company Ltd, Savar",1635
181,Matiranga,Khagrachhari,Zawad Enterprise,1636
181,Sirajganj,Sirajganj,Mr Brothers,1637
182,Manikganj,Manikganj,"Agrani Trading Company Ltd, Savar",1638
182,Matiranga,Khagrachhari,Zawad Enterprise,1639
183,Manikganj,Manikganj,"Agrani Trading Company Ltd, Savar",1640
183,Matiranga,Khagrachhari,Zawad Enterprise,1641
184,Manikganj,Manikganj,"Agrani Trading Company Ltd, Savar",1642
184,Dighinala,Khagrachhari,Zawad Enterprise,1643
185,Manikganj,Manikganj,"Agrani Trading Company Ltd, Savar",1644
185,Dighinala,Khagrachhari,Zawad Enterprise,1645
186,Manikganj,Manikganj,"Agrani Trading Company Ltd, Savar",1646
186,Dighinala,Khagrachhari,Zawad Enterprise,1647
187,Manikganj,Manikganj,"Agrani Trading Company Ltd, Savar",1648
187,Dighinala,Khagrachhari,Zawad Enterprise,1649
188,Manikganj,Manikganj,"Agrani Trading Company Ltd, Savar",1650
188,Dighinala,Khagrachhari,Zawad Enterprise,1651
189,Manikganj,Manikganj,"Agrani Trading Company Ltd, Savar",1652
189,Marissha,Khagrachhari,Zawad Enterprise,1653
19,Gulshan,Gulshan,"Agrani Trading Corporation, Gulshan",1654
19,Mirpur-1,Mirpur,"Agrani Trading Corporation, Mirpur",1655
19,Mogbazar,Mogbazar,"Agrani Trading Corporation, Mogbazar",1656
19,Matuail,Matuail,"Agrani Trading Corporation, Mogbazar",1657
19,Motijheel,Motijheel,"Agrani Trading Corporation, Mogbazar",1658
19,Narayanganj,Narayanganj,The Jamal & Co - Narayanganj,1659
19,Savar,Savar,"Agrani Trading Company Ltd, Savar",1660
19,Tongi,Tongi,Azahar Trading Ltd.,1661
19,EPZ,CTG Port,Zawad Enterprise,1662
19,Fouzderhat,Sitakunda,Arafa Store,1663
19,Dewanhat,Kotwali (CTG),MAQ Distribution,1664
19,Chandpur,Chandpur,"M/S. Abdul Latif Chowdhury, Chandpur",1665
19,Cumilla-1,Cumilla-1,M/S Rupali Traders,1666
19,Daudkandi,Daudkandi,Abdul Latif Chowdhury,1667
19,Feni,Feni-1,Rokeya & Sons,1668
19,Laksham,Laksam,M/S. Momin Store,1669
19,Bogura,Bogura-1,Mr Brothers,1670
19,Ishwardi,Ishwardi,Daffodils,1671
19,Pabna,Pabna,Sales Connect Limited,1672
19,Dinajpur,Dinajpur,Moulovi Brothers,1673
19,Joypurhat,Joypurhat,M/S. Spectrum Trading Corporation,1674
19,Chapai Nawabganj,Chapai,M/S Haque & Co.,1675
19,Naogaon,Naogaon,Channa & Brothers,1676
19,Natore,Natore,Sumon Trading Corporation,1677
19,Rajshahi-1,Rajshahi 1,M/S Abul Hossain,1678
19,Ulipur,Kurigram,"Asiatic Distributions Limited, Kurigram",1679
19,Phulbari,Lalmonirhat,Asiatic Distributions Limited  Lalmonirhat,1680
19,Dhap,Rangpur,"Shaireen Enterprise, Rangpur",1681
19,Parbatipur,Saidpur,"Shaireen Enterprise, Nilphamary",1682
190,Manikganj,Manikganj,"Agrani Trading Company Ltd, Savar",1683
190,Marissha,Khagrachhari,Zawad Enterprise,1684
191,Manikganj,Manikganj,"Agrani Trading Company Ltd, Savar",1685
191,Marissha,Khagrachhari,Zawad Enterprise,1686
192,Manikganj,Manikganj,"Agrani Trading Company Ltd, Savar",1687
192,Langadu,Khagrachhari,Zawad Enterprise,1688
193,Manikganj,Manikganj,"Agrani Trading Company Ltd, Savar",1689
193,Langadu,Khagrachhari,Zawad Enterprise,1690
194,Manikganj,Manikganj,"Agrani Trading Company Ltd, Savar",1691
194,Langadu,Khagrachhari,Zawad Enterprise,1692
195,Manikganj,Manikganj,"Agrani Trading Company Ltd, Savar",1693
195,Langadu,Khagrachhari,Zawad Enterprise,1694
196,Manikganj,Manikganj,"Agrani Trading Company Ltd, Savar",1695
197,Manikganj,Manikganj,"Agrani Trading Company Ltd, Savar",1696
198,Manikganj,Manikganj,"Agrani Trading Company Ltd, Savar",1697
199,Manikganj,Manikganj,"Agrani Trading Company Ltd, Savar",1698
2,Gulshan,Gulshan,"Agrani Trading Corporation, Gulshan",1699
2,Mirpur-1,Mirpur,"Agrani Trading Corporation, Mirpur",1700
